"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","gene","cluster"
"258",0.309143870482379,-0.26472129343011,0.98,0.847,1,"Ccl27a",9
"259",0.32922313680756,0.581812577741368,0.471,0.231,1,"S100a9",9
"260",0.385166193483856,-0.363032615390826,1,1,1,"Actb",9
"261",0.414036889453168,-0.326716908447452,0.873,0.747,1,"Tyrobp",9
"262",0.415200781033351,-0.415554610470711,1,0.772,1,"Cd83",9
"263",0.430194781914488,-0.278208319556581,0.902,0.775,1,"Hbegf",9
"264",0.434375422288284,-0.325175799826874,0.971,0.941,1,"Thbs1",9
"265",0.527845151420868,-0.394586747699852,0.745,0.538,1,"Sox9",9
"266",0.629549010335252,-0.380723067287018,0.696,0.578,1,"Pgf",9
"267",0.640251229842559,0.511074104634602,0.51,0.197,1,"BC100530",9
"268",0.663316462595223,-0.335707824393054,0.843,0.822,1,"Krt17",9
"269",0.686250409774017,-0.279036013822052,0.931,0.794,1,"Plek",9
"270",0.693432278878234,-0.369115164268889,0.755,0.638,1,"Cyr61",9
"271",0.743655345543999,0.321278934011811,0.608,0.531,1,"Krt6a",9
"272",0.822884148319868,-0.296727192998334,0.804,0.541,1,"Spry2",9
"273",0.827466164151021,0.57978320504109,0.49,0.166,1,"S100a8",9
"274",0.937496077520395,-0.359071342576259,0.549,0.266,1,"Ccl5",9
"275",0.941467903280742,-0.55649164225396,0.814,0.575,1,"Tbc1d4",9
"276",0.996652083572442,-0.450160840344809,0.951,0.894,1,"Il1b",9
"277",1.9457994126669e-05,0.30822507057421,0.644,0.172,0.038915988253338,"Ccl20",10
"278",5.08533128923842e-05,-0.455559436337239,0.902,0.551,0.101706625784768,"Gzmc",10
"279",0.00708424061379606,-0.282288180322123,0.988,0.737,1,"Ctsw",10
"280",0.0307589825758302,0.351724219412298,0.908,0.722,1,"Cd69",10
"281",0.0321148867341787,-0.280789717704254,1,0.99,1,"Ctla2a",10
"282",0.115448308263063,0.269979064810372,0.607,0.338,1,"Il17f",10
"283",0.118857577670143,0.27354338732937,0.656,0.455,1,"Ifi27l2a",10
"284",0.12085863018161,-0.288172489231264,0.92,0.848,1,"Icos",10
"285",0.126757736956002,-0.362347412300675,0.988,0.818,1,"Fos",10
