"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","gene","cluster"
"50",9.68637308193022e-14,-0.512732497013292,0.98,0.684,1.93727461638604e-10,"Lyz1",5
"51",2.4928443577389e-12,-0.450438607999106,0.974,0.625,4.98568871547779e-09,"Ccl17",5
"52",1.83152878799919e-06,-0.34464288618772,0.946,0.678,0.00366305757599837,"Hbegf",5
"53",1.80510439618743e-05,0.320722753807531,0.762,0.539,0.0361020879237486,"Hspa1a",5
"54",3.13487326524795e-05,-0.25977141795507,1,1,0.062697465304959,"Ifitm2",5
"55",0.000115374773408764,-0.3882351625015,1,0.98,0.230749546817527,"Ifitm3",5
"56",0.000298744518475646,-0.412380589391734,0.989,0.974,0.597489036951291,"Cd14",5
"57",0.00359592448699571,-0.279879699913291,0.961,0.908,1,"Lst1",5
"58",0.00368132079336194,-0.449195420550129,0.994,0.98,1,"Il1b",5
"59",0.010063623896568,-0.259471494529135,0.956,0.954,1,"Ier3",5
"60",7.02384480096776e-05,-0.31619731056535,0.699,0.389,0.140476896019355,"Ccl17",6
"61",0.00136922523541376,-0.26662422753203,0.847,0.721,1,"Hspa1a",6
"62",0.0015225196056296,-0.271783085068817,1,0.989,1,"Tnfaip2",6
"63",0.0046917160708217,-0.382506657200951,0.817,0.647,1,"Ccl7",6
"64",0.00664042113845272,-0.253651404593453,1,0.986,1,"Sdc4",6
"65",0.0162683164673565,-0.29837308036843,0.948,0.714,1,"Cxcl1",6
"66",0.0398446724260223,-0.254818978267135,0.978,0.912,1,"Dusp2",6
"67",0.0823931133814112,-0.268472040115159,1,0.908,1,"Gpr183",6
"68",0.0915914662085686,-0.294020780322277,0.983,0.926,1,"H2-M2",6
"69",0.107237250358606,-0.385000127946185,0.991,0.94,1,"Il1b",6
"70",1.8305134013284e-07,0.298311930649665,0.396,0.64,0.00036610268026568,"Il17a",7
"71",3.9637523320492e-07,-0.257630225117895,0.792,0.472,0.00079275046640984,"Hlf",7
"72",7.74494659686611e-05,-0.384925748255176,0.717,0.386,0.154898931937322,"Calca",7
"73",0.000117461690366675,-0.276491444745153,0.896,0.603,0.23492338073335,"Areg",7
"74",0.000290877974228602,0.308017555110628,0.415,0.367,0.581755948457203,"Il17f",7
"75",0.000661564017955162,-0.306316415030351,0.981,0.76,1,"Mt1",7
"76",0.0123307609257499,-0.300010528367849,0.929,0.648,1,"Penk",7
"77",0.0134494925943646,-0.29992311794795,0.807,0.757,1,"Psme2",7
"78",0.0177771267761955,-0.331008600837662,0.962,0.944,1,"Odc1",7
"79",0.0200666277862454,0.351677897303306,0.373,0.206,1,"Klra4",7
"80",1.58042696126665e-07,-0.254197883678383,0.837,0.547,0.000316085392253331,"Hist1h2bc",8
"81",1.5613127237741e-06,-0.265705089883171,0.913,0.572,0.00312262544754821,"Socs2",8
"82",1.9727411472872e-05,-0.274717909001897,0.957,0.565,0.039454822945744,"Tsc22d1",8
"83",0.000114428977062679,-0.265600787150545,0.984,0.572,0.228857954125357,"Mest",8
"84",0.00279516079558705,-0.292715260041514,0.962,0.547,1,"Cd7",8
"85",0.00294113125759227,-0.254469560399546,0.826,0.568,1,"Gpr65",8
"86",0.00467151692902799,-0.255828296259222,0.848,0.463,1,"Cwc25",8
"87",0.00887952149666839,-0.263518332056188,0.859,0.537,1,"Ssna1",8
"88",0.00894466762039109,-0.29956031347027,0.832,0.582,1,"Id3",8
"89",0.0112442577009955,-0.258704227049387,0.848,0.646,1,"Ddit4",8
"90",0.000556816113632502,0.255680431462405,1,0.944,1,"Dsc3",9
"91",0.00122634566549834,-0.466297477088266,0.951,0.969,1,"Jun",9
"92",0.00175993156986641,-0.329082922117891,0.588,0.616,1,"Aldh3a1",9
"93",0.00180737759242636,-0.470955469525643,0.951,0.594,1,"Ccl17",9
"94",0.00423717589812279,-0.275560670311773,0.902,0.766,1,"Krt10",9
"95",0.00877289880886334,-0.302045021441788,0.52,0.475,1,"Id1",9
"96",0.00979522245395386,-0.316461339295255,0.941,0.897,1,"Cd52",9
"97",0.0118464672042638,-0.26310177529686,0.99,0.975,1,"Pim1",9
"98",0.0119408275137906,-0.293042471433823,0.961,0.981,1,"Fos",9
"99",0.0134885808699824,0.359833991755725,0.725,0.534,1,"Gsta4",9
"100",1.9457994126669e-05,0.30822507057421,0.644,0.172,0.038915988253338,"Ccl20",10
"101",5.08533128923842e-05,-0.455559436337239,0.902,0.551,0.101706625784768,"Gzmc",10
"102",0.00708424061379606,-0.282288180322123,0.988,0.737,1,"Ctsw",10
"103",0.0307589825758302,0.351724219412298,0.908,0.722,1,"Cd69",10
"104",0.0321148867341787,-0.280789717704254,1,0.99,1,"Ctla2a",10
"105",0.115448308263063,0.269979064810372,0.607,0.338,1,"Il17f",10
"106",0.118857577670143,0.27354338732937,0.656,0.455,1,"Ifi27l2a",10
"107",0.12085863018161,-0.288172489231264,0.92,0.848,1,"Icos",10
"108",0.126757736956002,-0.362347412300675,0.988,0.818,1,"Fos",10
"109",0.180322516155937,-0.289557968992288,0.853,0.591,1,"Cd81",10
"110",1.83486966683559e-05,-0.283706554313968,0.981,0.624,0.0366973933367118,"Pf4",11
"111",0.00462706866347353,-0.594084371001176,0.458,0.436,1,"Ifitm1",11
"112",0.00556932343564724,-0.363003553226468,0.776,0.436,1,"Hspa1a",11
"113",0.00794088063427687,-0.3066402566612,1,0.718,1,"Lyz1",11
"114",0.0240307089273609,-0.325630600372187,0.907,0.651,1,"Ccl22",11
"115",0.0720433312298934,-0.733506861334273,0.963,0.772,1,"Ccl4",11
"116",0.118986713467492,-0.25683816412826,1,0.973,1,"Cstb",11
"117",0.156899771646788,-0.259203557606636,0.972,0.819,1,"Plaur",11
"118",0.21232467254277,-0.337976831216658,1,0.711,1,"Mt2",11
"119",0.285102894173121,-0.466275919607547,0.748,0.611,1,"Klf2",11
"120",2.66351121526494e-07,0.643146760935211,0.949,0.546,0.000532702243052988,"Il5",12
"121",9.75467415758797e-05,-0.267726481248741,1,0.596,0.195093483151759,"Cd207",12
"122",0.000350870905073983,0.627500775559065,0.337,0.213,0.701741810147966,"Gzma",12
"123",0.000411058087881299,-0.391917437495816,0.867,0.603,0.822116175762598,"Gm12840",12
"124",0.00214591741177451,-0.436574189575188,1,0.965,1,"Batf",12
"125",0.0135344252932133,-0.276956534786123,0.98,0.83,1,"Anxa1",12
"126",0.0254721234890319,-0.292426117418534,1,0.993,1,"Pim1",12
"127",0.0612360995400957,-0.27580187624122,1,0.816,1,"Cks2",12
"128",0.0622193198370145,-0.302425090398108,0.939,0.723,1,"Cd83",12
"129",0.0643255930860947,-0.291401725848422,0.98,0.95,1,"Rora",12
"130",2.50246652399192e-09,-0.339267449759594,0.89,0.333,5.00493304798384e-06,"Cthrc1",13
"131",5.19176940832475e-09,-0.432575996995371,0.904,0.347,1.03835388166495e-05,"Clu",13
"132",1.21904338492909e-06,0.264188110987877,0.669,0.139,0.00243808676985818,"Mgl2",13
"133",1.1017199828562e-05,0.599844661013959,0.743,0.264,0.0220343996571239,"Chil1",13
"134",6.23149941822687e-05,0.443898140428061,0.787,0.472,0.124629988364537,"Plek",13
"135",7.03322101656024e-05,0.427520725709975,0.956,0.806,0.140664420331205,"Il1b",13
"136",7.40095428516175e-05,0.282505492195912,0.801,0.417,0.148019085703235,"Csf2rb",13
"137",9.00051659235123e-05,0.286304696977886,0.838,0.389,0.180010331847025,"Flrt3",13
"138",0.000165971113948767,0.308543805632652,0.86,0.625,0.331942227897534,"Spi1",13
"139",0.000282764058223038,0.331373404653334,0.654,0.139,0.565528116446076,"Lilr4b",13
"140",5.61171473180958e-09,-0.337484418382424,0.885,0.494,1.12234294636192e-05,"Krt2",14
"141",2.16143150942654e-06,-0.268605994073122,0.892,0.364,0.00432286301885307,"Cd27",14
"142",5.50503744125186e-06,-0.301131460000752,0.8,0.234,0.0110100748825037,"Clu",14
"143",0.00188515664185091,-0.368427679282547,0.938,0.61,1,"Gzmc",14
"144",0.0282107252432686,-0.462944701056172,0.715,0.494,1,"Krtdap",14
"145",0.0359669768305743,-0.256762655769883,0.369,0.286,1,"Calca",14
"146",0.0514215418623274,-0.277548394220957,0.662,0.26,1,"Slc7a11",14
"147",0.0549267324961073,-0.327315029774589,0.985,0.883,1,"Anxa3",14
"148",0.0689805545361079,-0.255329385533023,1,0.987,1,"Fscn1",14
"149",0.0832499172354029,-0.313763978350773,0.969,0.844,1,"Sap18",14
"150",6.36745642270537e-08,-0.312018690958173,1,0.659,0.000127349128454107,"Tnfsf11",15
"151",0.000342917890316725,-0.681834389538157,1,0.927,0.68583578063345,"Irf8",15
"152",0.000478877340446273,-0.517905066191832,1,1,0.957754680892545,"AW112010",15
"153",0.00122659403781144,0.28281167869788,0.342,0.024,1,"AA467197",15
"154",0.00218093339217357,0.40782461805191,0.316,0.366,1,"Jun",15
"155",0.00627532728542559,-0.841948359559595,0.987,0.976,1,"Gzma",15
"156",0.0137947616179411,0.276637356113338,0.428,0.659,1,"Ccl6",15
"157",0.0167003031692577,0.617012819679633,0.336,0.268,1,"Spp1",15
"158",0.019970401232431,-0.250407190109495,0.796,0.537,1,"Cks2",15
"159",0.0204826534458106,-0.264546026774049,0.98,0.732,1,"Fam49a",15
"160",5.15423514339094e-06,-0.471373331278885,1,1,0.0103084702867819,"Cd74",16
"161",9.732439450197e-06,0.37009243083815,0.958,0.508,0.019464878900394,"Maf",16
"162",5.16225063583753e-05,-0.460908687689193,1,1,0.103245012716751,"H2-Aa",16
"163",8.62829143167372e-05,-0.585753682488972,0.986,0.951,0.172565828633474,"Wfdc17",16
"164",0.000103992307128105,-0.419829890203467,1,1,0.207984614256209,"H2-Ab1",16
"165",0.00014747196443564,-0.393204540490312,1,0.967,0.294943928871281,"H2-DMa",16
"166",0.000396474214883605,-0.25282236092695,0.986,1,0.792948429767209,"Tyrobp",16
"167",0.000439493375251732,-0.468611557035503,0.931,0.557,0.878986750503464,"Pf4",16
"168",0.000462161034609145,-0.352987330450786,0.986,1,0.92432206921829,"H2-Eb1",16
"169",0.000537892194536281,-0.368111773024691,0.986,1,1,"Lsp1",16
"170",0.000698804109272724,0.281418981955257,0.786,0.256,1,"Ccl3",17
"171",0.00136744698053425,0.454726388243592,0.214,0.478,1,"Cxcl10",17
"172",0.001601812590611,0.351910519770323,0.786,0.167,1,"Ccl4",17
"173",0.00215261986453266,0.260969591437692,0.857,0.489,1,"Ccl2",17
"174",0.00400864103268117,0.34357313148728,0.929,0.589,1,"Cd83",17
"175",0.012278732731092,-0.515279312741838,1,0.644,1,"Gzmc",17
"176",0.0145218948044104,-0.278300826077149,0.929,0.467,1,"Gzmf",17
"177",0.0396501833207169,0.329370733699024,0.357,0.6,1,"Ifi204",17
"178",0.0402546009053837,-0.262759120685408,0.929,0.422,1,"Rbp4",17
"179",0.0774716060850633,0.253259972482692,0.429,0.044,1,"Ccr5",17
"180",1.42874458942853e-08,0.349609079974175,0.767,0.065,2.85748917885706e-05,"Npl",18
"181",1.05027574727568e-06,0.430589148444293,0.167,0.239,0.00210055149455136,"Cxcl10",18
"182",6.18760005203452e-05,-0.517246523810771,0.5,0.696,0.12375200104069,"Cldn1",18
"183",8.53395387437388e-05,-0.450005560615068,0.767,0.826,0.170679077487478,"Csf1r",18
"184",8.88357270893499e-05,0.28649472146073,0.933,0.348,0.1776714541787,"Pqbp1",18
"185",9.03551315196884e-05,-0.29676105540102,0.867,0.196,0.180710263039377,"Dsc3",18
"186",0.000199466037626586,0.359462669032607,0.8,0.217,0.398932075253172,"Plac8",18
"187",0.000204322502120072,0.282577768921901,0.233,0.217,0.408645004240143,"Fgr",18
"188",0.000215501429064834,-0.335073543590194,0.767,0.065,0.431002858129669,"Enpp2",18
"189",0.000341844108227637,-0.287933611394956,0.933,0.239,0.683688216455274,"Exosc2",18
"190",0.000221234812232383,0.45467946641247,0.957,0.462,0.442469624464765,"Batf",19
"191",0.000856295892053977,0.296289638032097,0.957,0.538,1,"Igf1",19
"192",0.000982135427824476,-0.378492204278027,0.217,0.615,1,"Myo1c",19
"193",0.00100482536359,-0.704585206223925,0.957,1,1,"Hspa5",19
"194",0.00171344833708343,0.522684402303228,0.957,0.231,1,"Mmp14",19
"195",0.00173127126927764,-0.321895311680623,0.217,0.385,1,"Il18",19
"196",0.00241412255553689,0.471774750883143,0.913,0.385,1,"Cybb",19
"197",0.00266600858568943,-0.298753680386232,0.043,0.231,1,"Hvcn1",19
"198",0.00370795745321395,0.299449518723695,0.913,0.462,1,"Itga6",19
"199",0.00459389065567724,0.312141657529845,0.957,0.385,1,"Ptpre",19
"200",0.0137766749106499,-0.261398569421542,1,0.667,1,"Cxcl3",20
"201",0.0137766749106499,-0.263266251924774,1,0.667,1,"Amigo2",20
"202",0.0137766749106499,-0.295759374543777,1,0.667,1,"Tnf",20
"203",0.0137766749106499,-0.356453022726546,1,0.667,1,"Cyp11a1",20
"204",0.0158658857192707,0.251559319830728,0.167,0.167,1,"Zmynd15",20
"205",0.0183080874976208,-0.487807056251759,1,0.667,1,"Gm20186",20
"206",0.021028398568851,-1.22489505543445,1,0.667,1,"Ccl6",20
"207",0.0313475510161749,0.405814414911103,0.208,0.5,1,"Olr1",20
"208",0.0458953944469988,-0.253207474907051,1,0.667,1,"Satb1",20
"209",0.0918349545122662,0.414528757430534,0.292,0.5,1,"Gpr137b",20
